279,81,3026,711,1597,0.445,128,385,0.332,476,555,0.858,81,249,330,623,85,51,278,136,2026,0,0,0
280,60,2112,444,796,0.558,1,5,0.2,234,338,0.692,192,517,709,85,27,116,152,104,1123,0,0,0
281,32,786,83,184,0.451,1,1,1,19,38,0.5,68,177,245,67,20,55,35,85,186,0,0,0
282,82,2886,0,0,0.479,90,0,0,0,0,0.75,0,0,401,303,147,57,237,0,1221,0,0,0
283,62,2062,391,941,0.416,123,323,0.381,254,291,0.873,79,228,307,109,62,40,110,144,1159,0,0,0
284,61,1659,285,594,0.48,0,1,0,196,269,0.729,101,306,407,177,55,37,139,171,766,0,0,0
